76257	RAF_M02	6425.0	0	0	0	0	0	0	0	0	0	0	0	0	514.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76007	KUS_A05	6735.0	0	0	0	0	0	0	0	0	0	0	256.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76402	SIS_D13	16850.0	0	0	0	0	0	0	636.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76335	SEM_M05	6684.0	0	0	0	0	0	0	0	0	624.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76011	KUS_A09	22298.0	0	0	0	0	0	0	0	0	0	0	0	0	1918.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76307	SEM_A07	14146.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76091	PHA_A14	12293.0	0	0	0	0	0	0	0	0	0	0	0	0	0	518.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76092	PHA_A15	11591.0	0	0	0	0	0	0	0	0	0	0	0	0	0	509.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76087	PHA_A10	18239.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	555.0	0	0	0	0	0	0	0	0	0	0	0	0
76085	PHA_A08	10067.0	0	0	0	0	0	0	0	0	0	0	0	0	0	370.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76173	PJO_D07	8142.0	0	0	0	0	0	0	0	0	0	0	0	497.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76116	PHA_M09	13745.0	0	0	0	0	0	0	0	1091.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76334	SEM_M04	3585.0	0	0	0	0	0	0	0	0	340.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76097	PHA_D05	11883.0	0	0	0	0	0	0	535.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76341	SEM_M11	5057.0	0	0	0	0	0	0	0	0	654.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76084	PHA_A07	10584.0	0	0	0	0	0	0	0	0	0	0	0	0	0	457.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76236	RAF_A10	6618.0	0	0	0	0	0	0	495.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76079	PHA_A02	11524.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	664.0	0	0	0	0	0	0	0	0	0	0	0	0	0
76289	RAF_P04	18185.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1358.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76167	PJO_D01	7490.0	0	0	0	0	0	0	0	0	0	0	0	333.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76082	PHA_A05	6799.0	0	0	0	0	0	0	0	394.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76262	RAF_M07	11411.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1119.0	0	0	0	0	0	0	0	0	0	0	0	0	0
76010	KUS_A08	12212.0	0	0	0	0	0	0	0	0	815.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76327	SEM_D12	4906.0	0	0	0	0	0	0	0	0	0	0	0	0	522.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76101	PHA_D09	11323.0	0	0	0	0	0	0	0	0	0	0	0	0	850.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76106	PHA_D14	14886.0	0	0	0	0	0	0	0	1155.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76012	KUS_A10	15463.0	0	0	0	0	0	0	1184.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76157	PJO_A06	7659.0	0	0	0	0	0	0	658.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76337	SEM_M07	3672.0	0	0	0	0	0	0	0	372.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76432	SIS_O13	14687.0	0	0	0	0	0	0	981.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76170	PJO_D04	17374.0	0	0	0	0	0	0	1102.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76184	PJO_M03	13079.0	0	0	0	0	0	0	982.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76183	PJO_M02	7536.0	0	0	0	0	0	0	0	0	440.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76166	PJO_A15	9779.0	0	0	0	0	0	0	645.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76100	PHA_D08	14015.0	0	0	0	0	0	0	0	1073.0	0	0	0	0	0	0	0	0	0	0	0	92.0	0	0	0	0	0	0	0	0	0
76229	RAF_A03	8369.0	0	0	0	0	0	0	0	489.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76275	RAF_O05	9591.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1650.0	0	0	0	0	0	0	0	0	0	0	0	0	0
76006	KUS_A04	10540.0	0	0	0	0	0	0	1412.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76174	PJO_D08	8748.0	0	0	0	0	0	0	1054.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76199	PJO_O03	14718.0	0	0	0	0	0	0	0	2521.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76345	SEM_M15	9562.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1706.0	0	0	0	0	0	0	0	0	0	0	0
76342	SEM_M12	2921.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	533.0	0	0	0	0	0	0	0	0	0	0	0
76118	PHA_M11	11152.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1836.0	0	0	0	0	0	0	0	0	0	0	0	0	0
76017	KUS_A15	11567.0	0	0	0	0	0	0	0	1490.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76130	PHA_O08	13340.0	0	0	0	0	0	0	0	2614.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76078	PHA_A01	8555.0	0	0	0	0	0	1365.0	0	0	0	0	0	0	0	0	0	0	250.0	0	0	0	0	0	0	0	0	0	0	0	0
76013	KUS_A11	18102.0	0	0	0	0	0	0	3862.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76114	PHA_M07	17370.0	0	0	0	0	0	0	3978.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76343	SEM_M13	5137.0	0	0	0	0	0	0	0	0	1133.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76126	PHA_O04	9624.0	0	0	0	0	0	0	0	2387.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76155	PJO_A04	2040.0	0	0	0	0	0	0	0	560.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76095	PHA_D03	7552.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228.0	0	0	0	0	0	1097.0	0	0	0
76352	SEM_O07	14899.0	0	0	0	0	0	0	0	0	0	0	6024.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76077	KUS_P15	5315.0	0	0	0	0	0	0	0	0	0	0	0	0	1750.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76271	RAF_O01	6706.0	0	0	0	0	0	0	0	0	0	2667.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76211	PJO_O15	7847.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3319.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76051	KUS_O04	7522.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2915.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76237	RAF_A11	3923.0	0	0	0	0	0	0	1649.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76259	RAF_M04	15435.0	0	0	0	0	0	0	0	0	0	6646.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76273	RAF_O03	14581.0	0	0	0	0	0	0	0	0	0	8363.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76272	RAF_O02	4984.0	0	0	0	0	0	0	0	0	0	3144.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76265	RAF_M10	7060.0	0	0	0	0	0	0	3897.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76281	RAF_O11	12484.0	0	0	0	0	0	0	0	0	0	8661.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76282	RAF_O12	12053.0	0	0	0	0	0	0	0	0	0	9277.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76270	RAF_M15	6171.0	0	0	0	0	0	0	0	0	0	4017.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76284	RAF_O14	16436.0	0	0	0	0	0	0	12970.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76189	PJO_M08	11300.0	0	0	0	0	0	0	8961.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76137	PHA_O15	9203.0	0	0	0	0	0	0	0	0	0	8216.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76384	SIS_A10	8106.0	0	0	0	0	0	0	7855.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76357	SEM_O12	0	11557.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76373	SEM_P13	0	12574.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76372	SEM_P12	0	13893.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76370	SEM_P10	0	10092.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76355	SEM_O10	0	4542.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76367	SEM_P07	0	2945.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76218	PJO_P07	0	9236.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203.0	0	0	0	0	0	0	0	0	0	0
76363	SEM_P03	0	16258.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76364	SEM_P04	0	6647.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76297	RAF_P12	0	5031.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76369	SEM_P09	0	11901.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76201	PJO_O05	0	22427.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76057	KUS_O10	0	8220.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76059	KUS_O12	0	18105.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76217	PJO_P06	0	7062.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76286	RAF_P01	0	6434.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76193	PJO_M12	0	22804.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310.0
76049	KUS_O02	0	14130.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76219	PJO_P08	0	10967.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	431.0	0	0	0	0	0	0	0
76069	KUS_P07	0	12979.0	0	0	0	0	0	354.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76336	SEM_M06	0	8511.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76416	SIS_M12	0	13383.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76053	KUS_O06	0	24789.0	0	0	0	0	0	0	0	0	0	0	0	0	0	242.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76065	KUS_P03	0	9631.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183.0	0	0	0	0	0	0	0	0	0	0	0
76295	RAF_P10	0	17544.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76062	KUS_O15	0	18013.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76213	PJO_P02	0	16057.0	0	0	0	0	0	0	0	334.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76138	PHA_P01	0	16081.0	0	0	0	0	0	0	347.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76299	RAF_P14	0	14402.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76202	PJO_O06	0	26735.0	0	0	0	0	0	881.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76220	PJO_P09	0	23911.0	0	0	0	0	0	0	0	264.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76054	KUS_O07	0	8957.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76435	SIS_P01	0	28018.0	0	0	0	0	0	421.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76316	SEM_D01	0	3310.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76222	PJO_P11	0	37510.0	0	0	0	0	0	0	0	488.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76294	RAF_P09	0	25829.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76212	PJO_P01	0	22891.0	0	0	0	0	0	0	0	353.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76140	PHA_P03	0	22841.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	414.0	0	0	0	0
76221	PJO_P10	0	12704.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238.0	0	0	0	0	0	0	0
76293	RAF_P08	0	14452.0	0	0	0	0	0	0	0	0	0	0	0	185.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76292	RAF_P07	0	10641.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76060	KUS_O13	0	18483.0	0	0	0	0	0	0	0	0	0	0	0	0	0	407.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76300	RAF_P15	0	9369.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76141	PHA_P04	0	14552.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	420.0	0	0	0	0	0	0	0	0	0	0	0	0
76224	PJO_P13	0	24190.0	0	0	0	0	0	0	0	375.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76280	RAF_O10	0	8700.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76056	KUS_O09	0	15067.0	0	0	0	0	0	0	263.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76296	RAF_P11	0	8327.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76288	RAF_P03	0	19702.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76145	PHA_P08	0	12845.0	0	0	0	0	0	0	0	0	387.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76050	KUS_O03	0	13451.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76151	PHA_P14	0	15345.0	0	0	0	0	0	324.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76134	PHA_O12	0	15840.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	415.0	0	0	0	0	0	0	0	0	0	0	0	0
76440	SIS_P06	0	16884.0	0	0	0	0	0	0	0	0	0	270.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76073	KUS_P11	0	8841.0	0	0	0	0	0	0	451.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76442	SIS_P08	0	26479.0	0	0	0	0	0	0	0	493.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76074	KUS_P12	0	14893.0	0	0	0	0	0	753.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76291	RAF_P06	0	10541.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76438	SIS_P04	0	15204.0	0	0	0	0	0	0	0	0	0	408.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76052	KUS_O05	0	13507.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76225	PJO_P14	0	33568.0	0	0	0	0	0	0	602.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76361	SEM_P01	0	9512.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76071	KUS_P09	0	11390.0	0	0	0	0	0	614.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76075	KUS_P13	0	28371.0	0	0	0	0	0	0	0	0	0	0	0	0	867.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76226	PJO_P15	0	21930.0	0	0	0	0	0	0	515.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76223	PJO_P12	0	13670.0	0	0	0	0	0	0	209.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76142	PHA_P05	0	147991.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3647.0	0	0	0	0	0	0	0	0	0	0	0	0	0
76068	KUS_P06	0	12552.0	0	0	0	0	0	0	515.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76298	RAF_P13	0	9248.0	0	0	0	0	0	0	0	0	0	0	0	322.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76443	SIS_P09	0	14487.0	0	0	0	0	0	0	0	0	0	0	227.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76131	PHA_O09	0	12726.0	0	0	0	0	0	0	0	0	0	0	0	0	309.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76143	PHA_P06	0	23963.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	614.0	0	0	0	0	0	0	0	0	0	0	0	0
76276	RAF_O06	0	24017.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	978.0	0	0	0	0	0	0	0	0	0	0	0	0	0
76215	PJO_P04	0	15172.0	0	0	0	0	0	389.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76448	SIS_P14	0	12796.0	0	0	0	0	0	0	0	280.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76449	SIS_P15	0	13741.0	0	0	0	0	0	0	0	416.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76147	PHA_P10	0	11737.0	0	0	0	0	0	0	263.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76150	PHA_P13	0	17854.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	322.0	0	0	0	0	0	0	0	0	0	0	0	0
76123	PHA_O01	0	11540.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296.0	0
76133	PHA_O11	0	15318.0	0	0	0	0	0	0	0	0	0	0	0	0	373.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76437	SIS_P03	0	24355.0	0	0	0	0	0	0	0	0	0	357.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76061	KUS_O14	0	24131.0	0	0	0	0	0	0	0	0	0	0	0	392.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76444	SIS_P10	0	41185.0	0	0	0	0	0	0	0	0	0	0	0	1348.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76149	PHA_P12	0	12806.0	0	0	0	0	0	0	395.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76447	SIS_P13	0	11129.0	0	0	0	0	0	0	0	0	0	303.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76287	RAF_P02	0	7638.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	451.0	0	0	0	41.0	0	0	0	0	0	0	0	0	0
76067	KUS_P05	0	14833.0	0	0	0	0	0	584.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76136	PHA_O14	0	10444.0	0	0	0	0	0	0	0	0	0	0	0	0	371.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76445	SIS_P11	0	14320.0	0	0	0	0	0	0	0	372.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76446	SIS_P12	0	13729.0	0	0	0	0	0	0	0	744.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76066	KUS_P04	0	12893.0	0	0	0	0	0	0	407.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76146	PHA_P09	0	13093.0	0	0	0	0	0	0	0	0	0	0	0	0	333.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76216	PJO_P05	0	14398.0	0	0	0	0	0	0	0	955.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76063	KUS_P01	0	14362.0	0	0	0	0	0	0	0	0	0	0	0	456.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76436	SIS_P02	0	32291.0	0	0	0	0	0	0	0	732.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76070	KUS_P08	0	16957.0	0	0	0	0	0	1681.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76016	KUS_A14	0	20745.0	0	0	0	0	0	0	0	2024.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76076	KUS_P14	0	44265.0	0	0	0	0	0	0	3653.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76064	KUS_P02	0	14469.0	0	0	0	0	0	0	0	634.0	0	0	0	0	0	0	0	0	0	0	76.0	0	0	0	0	0	0	0	0	0
76441	SIS_P07	0	13319.0	0	0	0	0	0	637.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76058	KUS_O11	0	12465.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1409.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76350	SEM_O05	0	10609.0	0	0	0	0	0	0	0	2465.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76206	PJO_O10	0	16618.0	0	0	0	0	0	0	0	0	7465.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76290	RAF_P05	0	21961.0	0	0	0	0	0	0	0	0	0	0	0	7070.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76235	RAF_A09	382.0	0	0	0	0	0	0	33506.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76378	SIS_A03	611.0	0	0	0	0	0	0	36808.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76310	SEM_A10	783.0	0	0	0	0	0	0	21374.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76410	SIS_M06	0	982.0	0	0	0	0	0	29207.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76158	PJO_A07	689.0	0	0	0	0	0	0	22986.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76088	PHA_A11	757.0	0	0	0	0	0	0	26902.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76385	SIS_A11	1838.0	0	0	0	0	0	0	23834.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76148	PHA_P11	0	535.0	0	0	0	0	0	17437.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76344	SEM_M14	971.0	0	0	0	0	0	0	11302.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76154	PJO_A02	1533.0	0	0	0	0	0	0	16328.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76165	PJO_A14	2862.0	0	0	0	0	0	0	18694.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76187	PJO_M06	0	0	0	0	3230.0	0	0	19695.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76411	SIS_M07	4064.0	0	0	0	0	0	0	24317.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
